listingId,url,title,date,datetime,price,location,propertyType,rooms,superficy,description
1167399682,https://www.leboncoin.fr/ventes_immobilieres/1167399682.htm?ca=12_s,Studio de 13m²,2017-07-26,Mise en ligne le 26 juillet à 22:14,119 000 €,Paris 75018,Appartement,1,13 m,"Particulier vend rue Duhesme 75018, au rez de chaussée, côté cour, un studio libre de 13 m² (Carrez 13,14 m²) avec une cave de 3 m².  PRIX 119 000,00 €. ,Travaux à prévoir.,Agences s’abstenir."
1167399400,https://www.leboncoin.fr/ventes_immobilieres/1167399400.htm?ca=12_s,Appartement avec 2 terrasses de 44 m²,2017-07-26,Mise en ligne le 26 juillet à 22:13,1 290 000 €,Paris 75016,Appartement,3,107 m,"PARIS XVI  Exelmans – Au 9e étage (sur 10) d’un immeuble de grand standing avec gardien, appartement traversant de 107 m² de surface pondérée : 90 m²habitable (84 m² carrez) + 2 terrasses de 44 m², soit une surface totale de 134 m² ; comprenant un grand séjour + salle à manger donnant sur une grande terrasse sur boulevard, une chambre climatisée avec sa terrasse Sud plein soleil, sans aucun vis-à-vis, donnant sur jardin, cuisine entièrement équipée, avec coin repas en véranda, salle de bains, w-c- séparés. Excellente isolation phonique. Cave. Parking sous-sol possible. 2 ascenseurs (1 principal + 1 service). Chauffage et eau chaude par immeuble. Charges : 380 €/mois. 1.290.000 €, soit 12.000 €/m² pondéré. Il ne sera pas répondu aux intermédiaires."
1167362985,https://www.leboncoin.fr/ventes_immobilieres/1167362985.htm?ca=12_s,Grand Studio PARIS XII,2017-07-26,Mise en ligne le 26 juillet à 20:44,330 000 €,Paris 75012,Appartement,1,36 m,"PARIS XII - METRO DAUMESNIL,Dans un immeuble ancien bien tenu situé dans une rue calme, grand studio au 4eme étage sans ascenseur et sans gardien.,Composé d'une piece principale, d'un coin nuit, une cuisine américaine aménagée et équipée et une salle de bain avec baignoire à remous. et vrai WC.,Plan sans perte de place,Lumineux ,Triple vitrage ,Parquet,Local velo,Cave,Pas de travaux de copropriété à prévoir.,Diagnostics réalisés ,Particuliers uniquement, agences et professionnels de l'immobilier s'abstenir formellement.,PREMIER CONTACT PAR MAIL ,Photos supplémentaires disponibles sur demande,Visites possibles à partir du 8 Aout 2017"
1167445140,https://www.leboncoin.fr/ventes_immobilieres/1167445140.htm?ca=12_s,Appartement 2 pièces 37 m²,2017-07-26,Mise en ligne le 26 juillet à 22:15,325 000 €,Paris 75017,Appartement,2,37 m,"PARIS 17 EME - EPINE,75017 Paris - Epinettes,IDÉALE PROFESSION LIBERAL OU INVESTISSEMENT : Situé Avenue de Clichy, au 1er étage sans ascenseur dans un bel immeuble en pierre de taille de 1890 sur cour, un 2 pièces de 37 m², qui se compose d'une entrée, d'un séjour, d'une chambre, d'une salle de bains, d'une cuisine et d'une cave.,A proximité des commerces, du parc Martin Luther King et des transports (Métro ligne 13, futur ligne 14, futur Tramway et RER C),Copropriété bien entretenue : ravalements rue et cour effectué. Prévoir quelques travaux dans l'appartement.,Référence annonce : 177703"
1167275899,https://www.leboncoin.fr/ventes_immobilieres/1167275899.htm?ca=12_s,2 pièces Rue Francoeur Paris 18,2017-07-26,Mise en ligne le 26 juillet à 18:31,399 000 €,Paris 75018,Appartement,2,35 m,"L’appartement a été diffusé en avant-première et en exclusivités aux abonnés Ding Dong Paris. Pour recevoir des appartements avant tout le monde rendez-vous sur notre site Ding Dong Paris. Cet appartement n’est plus disponible à la vente. ,Il s’agissait d’un 1er étage sur 6 avec ascenseur dans un Immeuble de 1850.,2 pièces de 35 m2. Cuisine avec fenêtre plus verrière qui donne sur le salon.,Etat impeccable, refait à neuf avec goût."
1145741939,https://www.leboncoin.fr/ventes_immobilieres/1145741939.htm?ca=12_s,Appartement 3 pièces 82 m²,2017-07-26,Mise en ligne le 26 juillet à 13:01,465 000 €,Paris 75013,Appartement,3,82 m,"Appartement Paris 3 pièce(s),PROCHE BOULEVARD MASSENA - TOUR TOKYO - 12ème étage sur 29 - Exposé Sud Est. Appartement de 3 pièces de 82,50m2 à rafraîchir se composant d'un hall d'entrée et couloir distributif, d'une cuisine  indépendante aménagée, d'un double séjour, deux chambres, d'une salle de bain et de WC séparé. Vous serez conquis par la vue exceptionnelle sur le sud est parisienne et la petite couronne ainsi que par sa parfaite luminosité. Une cave et un emplacement de parking en sous-sol complètent ce bien. ,Référence annonce : 1115,Les honoraires sont à la charge du vendeur"
1167340433,https://www.leboncoin.fr/ventes_immobilieres/1167340433.htm?ca=12_s,Appartement 3 pièces 46 m²,2017-07-26,Mise en ligne le 26 juillet à 12:40,485 000 €,Paris 75009,Appartement,3,46 m,"Appartement - 3 pièces - 46 m² - Paris 75009,75009 PARIS - METRO LIEGE, SAINT GEORGES et PLACE DE CLICHY - ETAGE ELEVE - TRES LUMINEUX et CALME - TRAVERSANT - AGENCEMENT OPTIMAL - MOULURES, CHEMINEES et PARQUET POINT DE HONGRIE - IMMEUBLE ANCIEN - Cet appartement plein de charme avec une distribution étoile de 46m2 se compose d'une petite entrée avec un grand placard, d'un cuisine indépendante, d'un beau séjour avec cheminée et moulures, de 2 chambres de 9,5m2 dont l'une avec un grand placard sur mesure, d'une salle d'eau et d'un wc indépendant. ,Une CAVE et un LOCAL POUSSETTE et VELO complète cet appartement.,Au pied des transports et commerces.,Visite virtuelle disponible sur Welmo avec la référence : 199b4535-e0b6-42d5-96c8-7def0b163e57,WELMO : AGENTS LOCAUX. COMMISSION DE 4990 € (incluse dans le prix de vente affiché),Référence annonce : SyiH4SLI_,A propos de la copropriété :,Charges prévisionnelles annuelles : 1680 €"
669170207,https://www.leboncoin.fr/ventes_immobilieres/669170207.htm?ca=12_s,Appartement 1 pièce 12 m²,2017-07-26,Mise en ligne le 26 juillet à 12:46,128 000 €,Paris 75016,Appartement,1,12 m,"Vente occupée,Rue de Lubeck, à proximité de la place du Trocadéro, au 6éme étage avec ascenseur, studette vendu occupée se composant d'une pièce principale avec coin cuisine équipée, une cabine de douche. wc sur le palier. Bail meublé en date du 14 Novembre 2012 avec un loyer de 550€ charges comprises.,Référence annonce : V-153-0411-13686,Les honoraires sont à la charge du vendeur,A propos de la copropriété :,Charges prévisionnelles annuelles : 240 €"
1167130903,https://www.leboncoin.fr/ventes_immobilieres/1167130903.htm?ca=12_s,Appartement de 72 m² Paris 17eme,2017-07-26,Mise en ligne le 26 juillet à 12:50,760 000 €,Paris 75017,Appartement,3,72 m,"Arc de Triomphe - Paris 17ème -, Bel appartement de 72 m² au 1er étage d'une petite copropriété calme et bien entretenu avec ascenseur. Ce 3 pièces d'une chambre peut facilement être converti en deux chambres en cloisonnant le double séjour. Il est composé d'une entrée, une grande pièce de vie lumineuse exposée Sud de 33.69 m², une cuisine séparée aménagée et équipée, un dégagement, une chambre côté cour avec rangement intégré, une salle d'eau, un wc séparé. Beaucoup de rangement. Chauffage électrique. Eau chaude électrique. EDF 50€/mois. Faibles charges 166€/mois. Cave saine. Une place de parking en sus à 35 000€. Double vitrage côté rue, simple côté cour. Taxe foncière 1275€. Toutes les commodités à proximité. Ligne 1, 2 et 6 métro Charles de Gaulle Etoile."
1167144513,https://www.leboncoin.fr/ventes_immobilieres/1167144513.htm?ca=12_s,Appartement 5 pièces 103 m²,2017-07-26,Mise en ligne le 26 juillet à 13:48,1 250 000 €,Paris 75016,Appartement,5,103 m,"T5 - 103m ²,Passy/ Rue des Eaux ,Dans un bel immeuble Pierre de Taille au deuxième étage avec ascenseur, 5 pièces de 103m² composé d'une entrée, un séjour de 25m², une salle à manger de 18m², une cuisine séparée et équipée, trois chambres, une salles de bain avec WC, WC séparé, cave.,Tout le charme de l'ancien: parquet, moulures, cheminées. ,Clair et calme, beaux volumes, nombreux rangements, parfait état. ,Appartement bénéficiant d'une situation géographique privilégiée à proximité des commerces et transports. ,Contact: 06 61 76 85 11,Référence annonce : 669,Prix hors honoraires : 1 187 500 €"
1167131224,https://www.leboncoin.fr/ventes_immobilieres/1167131224.htm?ca=12_s,Bureaux 100 m2 Place de l'Etoile loués,2017-07-26,Mise en ligne le 26 juillet à 12:50,1 060 000 €,Paris 75017,Appartement,4,100 m,"A Paris, près de la Place de l'Etoile, bureaux de 100 m2 actuellement loués a très bon locataire. Idéalement situé au début de l'Avenue de la Grande Armée, a 50 mètres de la Place de l'Etoile et des Champs Elysées.,Dans un Immeuble haussmannien en pierre de taille ravalé récemment avec digicode, interphone, gardien et ascenseur.,Bureaux situés au 1er étage dans un appartement haussmannien de 100 m2 . Possibilité de récupérer l'usage exclusif d'une courette intérieure de 5m2.,Bureaux refaits entièrement a neuf en 2014 (électricité, informatique avec RJ45, peinture) avec 50 K€ de travaux. Composés de 5 bureaux + cuisine équipée et WC indépendants. Lumineux.,Loyer : 48.000 € HC/HT/an soit 505 €/m2/an et Rendement de 4.50 %.,Bail commercial notarié 9 ans du 24/11/2014 avec Locataire SSII de qualité et administrateur de biens.,Agences s'abstenir.,Visites sur demande."
1167340244,https://www.leboncoin.fr/ventes_immobilieres/1167340244.htm?ca=12_s,Appartement 1 pièce 32 m²,2017-07-26,Mise en ligne le 26 juillet à 14:15,388 500 €,Paris 75014,Appartement,1,32 m,"Quartier Gaîté Montparnasse STUDIO avec Terrasse 5,75 m²,En plein coeur du quartier Montparnasse / Gaîté, caché dans la verdure, dans une copropriété de bon standing bien entretenue, ravalé en 2017, agréable studio de 32,57 m² avec terrasse de 5,75 m² donnant au calme sur un jardin. Cet appartement est entièrement rénové, composé d'une entrée avec penderie, une belle pièce à vivre de 23 m² avec une cuisine américaine équipée et aménagée ( (lave-linge, lave-vaisselle, plaques), salle de bains avec wc. ascenseur, cave.Possibilité de place de parking en sous-sol,  Idéalement situé  dans un quartier vivant : nombreux restaurants, théâtres, cinémas, commerces, au pied de la Gare Montparnasse. Nombreuses stations de Métro  Gaîté (ligne 13), Edgar Quinet (ligne 6) et Montparnasse Bienvenue (lignes 4, 6, 12 et 13) et Bus : 28-58 - 92 - 94 - 96 - 89 - 68 et 82. Ce bien vous séduira par son état impeccable, sa situation et son calme absolu ! dont 5.00 % honoraires TTC à la charge de l'acquéreur. Copropriété de 55 lots    Charges annuelles : 1428 euros.,Référence annonce : 1452,Le prix indiqué comprend les honoraires à la charge de l'acheteur : 5,00% TTC du prix du bien hors honoraires,Prix hors honoraires : 370 000 €,A propos de la copropriété :,Nombre de lots : 55,Charges prévisionnelles annuelles : 1428 €"
1167450671,https://www.leboncoin.fr/ventes_immobilieres/1167450671.htm?ca=12_s,Appartement 2 pièces 35 m²,2017-07-26,Mise en ligne le 26 juillet à 18:34,299 000 €,Paris 75016,Appartement,2,35 m,"Appartement Paris 2 pièce(s) 35 m2,Vente appartement 2 pièces 75016 PARIS.. . Chardon Lagache/Exelmans, Votre agence immobilière ORPI vous propose, au 5ème étage sans ascenseur, un appartement de 2 pièces principales comprenant une entrée, un living, une cuisine séparée (possibilité cuisine ouverte), une chambre avec dressing, une salle de douche et des WC séparés.. Parquet, vue sur jardins, lumineux.. Proximité immédiate des commerces et transports.. Rafraîchissement à prévoir.. . Exclusivité ORPI.. ,Copropriété de  lots Charges annuelles : 1490 euros. 299000 euros Honoraires à la charge du vendeur.,Référence annonce : E0SYI4"
1167182236,https://www.leboncoin.fr/ventes_immobilieres/1167182236.htm?ca=12_s,M° Volontaires charmant 2 pièces en parfait état,2017-07-26,Mise en ligne le 26 juillet à 14:39,380 000 €,Paris 75015,Appartement,2,43 m,"Volontaires / Montparnasse proche du square Necker, dans un bel immeuble parfaitement entretenu des années 1910, charmant deux pièces de 42.63 m² au 4ème étage sans ascenseur. Beau séjour avec cuisine ouverte, une chambre, une salle d'eau WC, moulures, parquet massif, hauteur sous plafond. Calme, clair, faibles charges. Local vélos poussettes.,2 caves.,Idéal pied à terre ou premier achat. ,Biens soumis au régime de la copropriété (loi 65-557) du 10 juillet 1965, 55 lots dont 29 lots d'habitation. Charges courantes annuelles de 1433 €. Aucune procédure en cours menée sur le fondement des articles 29-1 A et 29-1 de la loi du 10 juillet 1965 et art. L.615-6 du CCH. Prix de vente honoraires exclus de 360.000€ + honoraires de 5,56% TTC à la charge de l'acquéreur."
1167189762,https://www.leboncoin.fr/ventes_immobilieres/1167189762.htm?ca=12_s,Trocadero / place victor hugo,2017-07-26,Mise en ligne le 26 juillet à 14:55,1 010 000 €,Paris 75116,Appartement,4,93 m,"Entre la place Victor Hugo et le Trocadéro un appartement de 93m² dans un immeuble haussmannien en rez de chaussée comprenant : un double séjour, une chambre (possibilité d'une 2eme), une cuisine fermée et équipée, une salle de bain et une salle d'eau. Profession libéral accepter. une cave complète ce bien ainsi que 2 places de parking en jouissance. 06.50.71.18.36"
1160180053,https://www.leboncoin.fr/ventes_immobilieres/1160180053.htm?ca=12_s,Archives / rambuteau,2017-07-26,Mise en ligne le 26 juillet à 14:57,1 360 000 €,Paris 75004,Appartement,5,97 m,"EXCLUSIVITE PARISEARCH - ARCHIVES RAMBUTEAU,Au dernier étage, un bel appartement traversant Ouest - Est donnant sur un balcon filant de 8m2, se compose d'une entrée , une cuisine équipée face à la salle à manger, une belle pièce de vie,,une chambre parentale avec dressing et salle de douche, 2 chambres d'enfants, une salle de bain et wc. Baigné de lumière, vue dégagée ciel.,Parfait état, matériaux de qualité, charme de l'ancien. Plan compact, sans perte de place.,COUP DE COEUR.,Commission de 4% inclus dans le prix à la charge de l'acquéreur.,Proche des commerces, métro Rambuteau.,N'hésitez pas à me contacter: Nathalie PARISEARCH: 06 15 45 84 66"
1167450329,https://www.leboncoin.fr/ventes_immobilieres/1167450329.htm?ca=12_s,Appartement 2 pièces 51 m²,2017-07-26,Mise en ligne le 26 juillet à 15:00,460 000 €,Paris 75017,Appartement,2,51 m,"Hauts de Malesherbes.,Dans un immeuble récent, sur jardin, un beau deux pièces de 51,2m². Il se compose d' une très belle pièce de vie de 25m² avec une vue sur jardin sans vis-à-vis ouvrant sur le balcon, une cuisine, une chambre, une salle de bain avec wc, et une cave. Il vous séduira par sa vue remarquable, sa lumière et la rationalité de sa distribution.,Référence annonce : 1571va"
1153012795,https://www.leboncoin.fr/ventes_immobilieres/1153012795.htm?ca=12_s,Bel appartement 5 pièces haut-marais 3ème,2017-07-26,Mise en ligne le 26 juillet à 15:15,1 395 000 €,Paris 75003,Appartement,5,123 m,"Rare appartement familial haut-Marais, Paris 3, proche Arts et Métiers et Rambuteau.,Bel immeuble 18ème, deuxième étage par escalier de réception. ,5 pièces, 123 m² pondérés (112 m² Carrez + 22 m² de mezzanines maçonnées dans les chambres), hauteur sous plafond 3,30, orientation principale sud.,Bon plan, très clair, charme, poutres, cheminées, possibilité de créer un studio avec entrée séparée, nombreux rangements, cave.,Séjour 37m2 cuisine ouverte, 4 chambres, grande salle-de-bain (baignoire + douche). ,Appartement très calme au coeur d'un quartier animé, Beaubourg à 5 minutes, Hotel de Ville à 10 minutes, République à 10 minutes, Les Halles à 10 minutes...,Visite possible semaine et week-end."
1167209387,https://www.leboncoin.fr/ventes_immobilieres/1167209387.htm?ca=12_s,Appartement 4 pièces 72 m²,2017-07-26,Mise en ligne le 26 juillet à 15:16,695 000 €,Paris 75013,Appartement,4,72 m,"Dernier étage,Rue Campo Formio, à deux pas du Métro et de nombreuses commodités dans une résidence bien entretenue, nous vous proposons en exclusivité un bel appartement 4 pièces, 3 chambres. Rare. Dernier étage! Au calme, lumineux, en double exposition, traversant et sans vis-à-vis, il bénéficie d'un bonne distribution. Il se compose d'une entrée, d'un séjour avec cuisine ouverte, de 3 chambres, d'une salle d'eau, d'une salle de bains, de wc séparés, d'un balcon filant ainsi qu'une cave.,Référence annonce : VAP10000355,Prix hors honoraires : 695 000 €,A propos de la copropriété :,Nombre de lots : 2,Charges prévisionnelles annuelles : 3106 €"
1167197283,https://www.leboncoin.fr/ventes_immobilieres/1167197283.htm?ca=12_s,Studette bastille,2017-07-26,Mise en ligne le 26 juillet à 15:10,149 000 €,Paris 75011,Appartement,1,12 m,"Vente studette bastille 12m2 rue de Lappe côté cour, très silencieux. Kitchenette, WC et SDB. Poutres apparentes, tomettes au sol, beaucoup de cachet, style auvergnat. Très peu de charges : 25€/mois et taxes foncières : 65€/an. 5e sans ascenseur. Double porte d'entrée. Ravalement de façade cour + extérieur faits. Pas de travaux supplémentaires prévus. Possibilité de racheter les combles pour 2 000 € qui doubleraient la superficie au sol. Agences, courtiers, intermédiaires s'abstenir. Que du PAP !"
1149725867,https://www.leboncoin.fr/ventes_immobilieres/1149725867.htm?ca=12_s,Studio Paris 17ème Batignolles / Rome,2017-07-26,Mise en ligne le 26 juillet à 15:44,235 000 €,Paris 75017,Appartement,1,21 m,"Paris 17e. Métro Rome (Ligne 2), Proche Batignolles. Beau studio 21 m², état neuf, situé au 6e étage avec ascenseur d'un immeuble de bon standing, situé dans une rue calme, comprenant : entrée/cuisine, pièce principale, salle d'eau avec wc. Très calme. Aucun travaux à prévoir."
1149445909,https://www.leboncoin.fr/ventes_immobilieres/1149445909.htm?ca=12_s,4 Pièces 90m² + balcons,2017-07-26,Mise en ligne le 26 juillet à 15:52,598 000 €,Paris 75020,Appartement,4,90 m,"Situé rue des Pyrénées, au pied des commerces et des transports, au 3ème étage avec ascenseur d’un immeuble de bon standing, un appartement de 90m² comprenant : une entrée, un séjour lumineux avec balcon, une cuisine aménagée, 3 chambres dont une avec balcon, une salle de bains avec wc séparé. Nombreux rangements. Au sous-sol une cave.,DPE en attente."
1117346993,https://www.leboncoin.fr/ventes_immobilieres/1117346993.htm?ca=12_s,2/3 pièces 66m² rare secteur Art Déco,2017-07-26,Mise en ligne le 26 juillet à 16:20,459 000 €,Paris 75019,Appartement,2,66 m,"Au sein d'une résidence dotée d'un grand square privatif, bel appartement de 2 pièces (possibilité d'une troisième) situé au 4è étage avec ascenseur d'un immeuble d'architecte de 1930 style Art Déco.,Très spacieux, lumineux et traversant, il est composé d'une entrée, d'un grand salon avec cheminée fonctionnelle et d'une vaste chambre.,Un vestibule avec placards intégrés distribue une salle de bains, des WC séparés et enfin une cuisine.,Doté d'un parquet en chêne massif et d'une belle hauteur sous plafond, double vitrage (chêne) et exposé plein sud.,Situé à quelques mètres à pied de toutes commodités (métro, commerces, écoles et divertissements) ainsi que du Parc de la Villette (2 min) et de celui des Buttes-Chaumont (8 min).,Cage d'ascenseur rénovée et aux normes, aucun travaux de copropriété à prévoir.,Une cave en terre battue complète ce bien.,Aucune de procédure en cours au sein de la copropriété.,- Charges : 220€/mois, comprend le chauffage, l'eau chaude, l'entretien de l'ascenseur, des parties communes et des jardins.,- Taxe d'habitation : 888€/an.,- Taxes foncières : 833€/an.,Avant toute visite, veuillez au préalable vérifier la faisabilité de votre projet d'acquisition auprès de votre banque.,Joignable par mél ou par téléphone.,Bien libre à compter du mois de septembre.,Possibilité d'achat de parking sécurisé à proximité également.,En raison d'un grand nombre de demandes, les agences et autres professionnels ne sont pas nécessaires, merci de ne pas INSISTER."
1167225664,https://www.leboncoin.fr/ventes_immobilieres/1167225664.htm?ca=12_s,"Appartement F2, 34 m², Paris 19",2017-07-26,Mise en ligne le 26 juillet à 16:02,270 000 €,Paris 75019,Appartement,2,34 m,"Appartement 2 pièces 34 m². Paris 19e,Métro Crimée / RER E Rosa Park / Tramway T 3b,Bel appartement situé passage Desgrais, qui comprend une petite entrée, un séjour bénéficiant d’une cuisine américaine entièrement équipée donnant sur le séjour, une chambre donnant sur la cour avec dressing, une salle d’eau (douche italienne) avec WC et deux fenêtres. Fenêtres double vitrage. Chauffage électrique récent (2 ans).,4e et dernier étage, lumineux et calme, digicodes, cave, serrure 5 points.,Quartier agréable / Proche avenue commerçante – Commerces de proximité, grande surface, restaurants, boutiques… Proche du Canal de l'Ourcq et du 104.,Charges : 130 € par mois,Taxe foncière : 160 €"
1167230135,https://www.leboncoin.fr/ventes_immobilieres/1167230135.htm?ca=12_s,Superbe appartement Paris,2017-07-26,Mise en ligne le 26 juillet à 16:11,1 450 000 €,Paris 75016,Appartement,4,145 m,"Nous mettons en vente un magnifique appartement de 4 pièces d'une surface de 145m2.,Situé dans le 16e arrondissement de Paris, à proximité de la Porte Dauphine, au premier étage d'une résidence de standing, cet appartement vous offre les prestations suivantes:,- Une entrée,- un très grand salon avec un balcon,- Une pièce pouvant servir de bureau, chambre ou une extension du salon afin de faire une immense pièce à vivre ( le salon étant déjà grand ).,Le coin nuit se compose de:,- deux grandes grandes chambres. Toutes les deux possèdent de grand placard intégrés offrant plusieurs rangements.,- Une salle de bain avec WC et douche à l'italienne.,- Une autre salle de bain avec grande baignoire, une douche et WC.,La cuisine américaine est grande et toute équipée.,L'appartement possède également un troisième WC indépendant (idéal pour les invités), des dressings, une petite pièce de rangement, un box et un parking en sous terrain.,L'appartement est bien sécurisé et un gardien d'immeuble est disponible 24h/24.,Le tout vous est proposée  pour 1450000Euro(s).,N'hésitez pas à me contacter par mail ou par téléphone si vous êtes intéressés."
1145374665,https://www.leboncoin.fr/ventes_immobilieres/1145374665.htm?ca=12_s,Appartement 1 pièce 32 m²,2017-07-26,Mise en ligne le 26 juillet à 15:34,311 000 €,Paris 75017,Appartement,1,32 m,"Dpt (75017), à vendre appartement T1 de 32.38 m² en étage au calme absolu,PARIS 17EME ARRONDISSEMENT, entre le métro Guy Môquet et Brochant, au sein d'un bel immeuble de 1976, arboré, verdoyant, sécurisé avec couple de gardiens. Je vous invite sans perdre de temps à venir visiter ce très beau studio entièrement rénové, en étage élevé, avec ascenseur. Il se compose, d'une entrée, pièce à vivre donnant sur petit balcon, jardin, sans vis-à-vis, au calme absolu, coin cuisine aménagée, salle d'eau tout aménagée avec WC, au 1er sous-sol 1 cave avec aces directs de l'ascenseur, proche toutes commodités, bus 31, écoles, et métro à 200 m. Nombre de lots de la copropriété : 140, Montant moyen annuel de la quote-part de charge (budget prévisionnel)( Syndic, ascenseur, chauffage, eau chaude et froide, couple de gardiens, société de jardin) : 1788€ soit 149€ par mois. Les honoraires sont partagés entre acquéreur et vendeur, les honoraires à la charge de l'acquéreur sont de 5,42% TTC du prix du bien. Réseau Immobilier CAPIFRANCE - Votre agent commercial Carlos RUIVO 06 21 85 83 56 - Voir photos (réf.495742) sur ***,Référence annonce : 340939094733,Prix hors honoraires : 295 000 €,A propos de la copropriété :,Nombre de lots : 140,Charges prévisionnelles annuelles : 1788 €"
1167445350,https://www.leboncoin.fr/ventes_immobilieres/1167445350.htm?ca=12_s,Appartement 3 pièces 53 m²,2017-07-26,Mise en ligne le 26 juillet à 16:28,790 000 €,Paris 75015,Appartement,3,53 m,"PARIS 15 - INVALIDES,Suffren/Invalides,Situé dans un bel immeuble ancien de standing avec ascenseur, un appartement entièrement rénové de 53 m2, au 7 ème et dernier étage avec somptueuse vue sur Paris.,Il se compose : d'une entrée, très beau séjour , cuisine entièrement  équipée, 2 chambres, salle d'eau, wc séparé. Travaux réalisé par un architecte de renom, ,prestations haut de gamme, aucune perte de place.,Situation géographique exceptionnelle proche des commerces et des transports.,Visite possible 7 jours sur 7.,Référence annonce : 118305"
1158192817,https://www.leboncoin.fr/ventes_immobilieres/1158192817.htm?ca=12_s,"Paris 8 - 59 Bld de Courcelles - Studio de 32,10m²",2017-07-26,Mise en ligne le 26 juillet à 16:43,390 000 €,Paris 75008,Appartement,1,32 m,"Exclusivité - Paris 08 - Au 59, Boulevard de Courcelles - Au 2ème étage avec ascenseur, un grand studio clé en mains de 32,10m² Carrez, entièrement refait à neuf, électricité, plomberie, véritable parquet, ...Très bon plan, immense baie vitrée et idéalement situé à deux pas des commerces de la rue du Courcelles et du Parc Monceau. Il se compose d'une grande pièce de plus de 28m² avec cuisine US et d'une salle de bains avec une grande douche, vasque et WC. Contacter Bruno Benveniste 06.81.53.47.29 – Paris Normandie Transactions 7j/7"
1167445388,https://www.leboncoin.fr/ventes_immobilieres/1167445388.htm?ca=12_s,Duplex 4 pièces 95 m²,2017-07-26,Mise en ligne le 26 juillet à 16:48,995 000 €,Paris 75016,Appartement,4,95 m,"PARIS 75016 - AUTEUI,AUTEUIL SUD - EXELMANS- VUE PANORAMIQUE-EXPOSITION SUD.,Appartement en duplex d'une superficie de 96 M2 situé dans un bel immeuble ancien de bon standing, au 6 éme et dernier étage avec ascenseur ,,il se compose d'une entrée, d'un beau double séjour de 40 m2 donnant sur un balcon filant exposé sud avec une vue panoramique sur la Tour Eiffel,, d'une cuisine séparée aménagée et équipée , deux chambres, une salle de bains avec wc, un wc indépendant, nombreux rangements.,lumineux et calme, entièrement rénové avec des matériaux hauts de gammes.,Annexe: une cave complète ce bien.,Situation géographique exceptionnelle proche des transports et des commerces.,Visite possible 7 jours sur 7 avec NORMANN IMMOBILIER !!!,Référence annonce : 198564,A propos de la copropriété :,Nombre de lots : 14,Charges prévisionnelles annuelles : 4800 €"
1167243524,https://www.leboncoin.fr/ventes_immobilieres/1167243524.htm?ca=12_s,Appartement 4 pièces de 96 m2 et terrasse de 18m2,2017-07-26,Mise en ligne le 26 juillet à 16:36,1 025 000 €,Paris 75011,Appartement,4,96 m,"A visiter rapidement avec EZI-X !,Paris XI - Au coeur du quartier Bastille, Saint Ambroise et République.,Dans résidence sécurisée avec gardien, spacieux appartement 4 pièces de 96m2, composé d'un double séjour, de 2 belles chambres, d'une salle de bain, d'un grand dressing et 2 WC. L'appartement dispose d'une terrasse de 18m2 donnant sur jardin intérieur exposé sud-ouest et de deux balcons côté chambres. Lumineux et calme cet appartement offre de nombreuses possibilités d'aménagement.,Une cave vient compléter ce bien.,A proximité de toutes les commodités : commerces, transports.,Métro : Saint Ambroise,Plus d'infos sur EZI-X!,Pour visiter cet appartement contactez : ,- Pauline Brugère au 06 33 17 31 18 – pauline.brugere@ezi-x.com ,- ou EZI-X au +33 1 43 06 04 00 - contact@ezi-x.com,Keep calm and enjoy your new home ;-),Prix de vente FAI: 1 025 000 EUR,Honoraires TTC: 2,5%,Prix de vente hors honoraires: 25 000 EUR"
1167340212,https://www.leboncoin.fr/ventes_immobilieres/1167340212.htm?ca=12_s,Appartement 2 pièces 53 m²,2017-07-26,Mise en ligne le 26 juillet à 16:46,398 000 €,Paris 75012,Appartement,2,53 m,"Daumesnil / Pte de Charenton-  2 pièces balcon,Dans une résidence récente, très bien entretenue,  appartement 2 pièces 53 M² au 3ème étage avec ascenseur comprenant: entrée, séjour 20 m², cuisine indépendante-possibilité de cuisine US, chambre avec balcon, salle de bains avec WC, nombreux rangements. Parking et cave en sous sol. Appartement calme et lumineux sans vis à vis orienté plein SUD, ensoleillé. Chauffage et eau chaude collectifs. Gardien, digicode et interphone. A proximité des commerces et des transports. dont 4.74 % honoraires TTC à la charge de l'acquéreur. Copropriété de 266 lots    Charges annuelles : 3000 euros.,Référence annonce : 1329,Le prix indiqué comprend les honoraires à la charge de l'acheteur : 4,74% TTC du prix du bien hors honoraires,Prix hors honoraires : 380 000 €,A propos de la copropriété :,Nombre de lots : 266,Charges prévisionnelles annuelles : 3000 €"
1167250126,https://www.leboncoin.fr/ventes_immobilieres/1167250126.htm?ca=12_s,Studio 28 M2 Rue de Javel,2017-07-26,Mise en ligne le 26 juillet à 16:49,269 000 €,Paris 75015,Appartement,1,28 m,"Rue de Javel ,Quartier recherché ,très proche commerces, métro et RER. Dans immeuble de standing, sécurisé, avec ascenseur, très beau studio 1 pièce de 28 m2 m² , extrêmement lumineux et sans vis à vis donnant sur jardin, comprenant : entrée , grande pièce principale donnant sur baie vitrées,, cuisine équipée,  grande salle de bains avec douche . A visiter rapidement. Direct particulier. contact uniquement part éléphone. Agence s'abstenir."
